"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","33S","34S"
"3","165.019391","165.01938396","165.019332219","739079.3","-9999","1302293","11.82","-1","0.313540645","0.982320342","0","0.589392205","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"5","171.066331","171.066327956","171.066282413","718721.4","-9999","1311114.2","11.44","-1","0.266229191","0.987221629","0","0.592332977","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"11","199.061197","199.061212455","199.061197032","544434.8","-9999","1058221.5","8.07","-1","0.077478124","0.998911382","0","0.599346829","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"18","227.103636","227.103669986","227.10373055","854827.8","-9999","828604.9","13.36","-1","-0.266681065","0.987178494","0","0.592307096","4","0.4","1.6","N2 O4","de-protonated","0","-9999","C10 H16 O4 N2","10","16","4","2","-9999","-9999","-9999","-9999","-9999","-9999"
"20","235.072375","235.072414252","235.072430422","590637.1","-9999","957145.5","8.51","-1","-0.068784875","0.99914187","0","0.599485122","7","0.363636364","1.090909091","N2 O4","de-protonated","0","-9999","C11 H12 O4 N2","11","12","4","2","-9999","-9999","-9999","-9999","-9999","-9999"
"22","241.119299","241.119342248","241.119380615","752034.4","-9999","810730.3","11.3","-1","-0.159119802","0.995416417","0","0.59724985","4","0.363636364","1.636363636","N2 O4","de-protonated","0","-9999","C11 H18 O4 N2","11","18","4","2","-9999","-9999","-9999","-9999","-9999","-9999"
"23","243.062152","243.062196532","243.062259661","785135.3","-9999","864555.6","11.84","-1","-0.259722543","0.987834835","0","0.592700901","5","0.666666667","1.333333333","N2 O6","de-protonated","0","-9999","C9 H12 O6 N2","9","12","6","2","-9999","-9999","-9999","-9999","-9999","-9999"
"24","245.114143","245.114188888","245.114295235","612905.3","-9999","897548.2","8.8","-1","-0.433865179","0.966421004","0","0.579852602","3","0.5","1.8","N2 O5","de-protonated","0","-9999","C10 H18 O5 N2","10","18","5","2","-9999","-9999","-9999","-9999","-9999","-9999"
"25","251.067205","251.067254822","251.067345041","519514","-9999","868739.6","7.08","-1","-0.359342885","0.97684237","0","0.586105422","7","0.454545455","1.090909091","N2 O5","de-protonated","0","-9999","C11 H12 O5 N2","11","12","5","2","-9999","-9999","-9999","-9999","-9999","-9999"
"27","253.144407","253.144458195","253.144532735","1599231.6","-9999","790864.2","25.99","-1","-0.294458161","0.984390492","0","0.590634295","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
