"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","17O","18O","33S","34S"
"1","165.019255","165.019283442","165.019332219","555276.1","-9999","1325079.9","8.41","-1","-0.295583967","0.98427185","0","0.59056311","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"2","165.019428","165.019456442","165.019332219","1000730.1","-9999","1166652.5","16.76","-1","0.752778799","0.902287024","0","0.541372214","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"4","171.066345","171.066377763","171.066282413","1170940.9","-9999","995091.6","19.95","-1","0.557388305","0.945186714","0","0.567112028","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"5","176.030553","176.03058931","176.030445731","556909.6","-9999","1334314.5","8.44","-1","0.815647844","0.886287014","0","0.531772208","2","0.166666667","2","N1 S1 P1 O1","de-protonated","0","-9999","C6 H12 O1 N1 P1 S1","6","12","1","1","1","1","-9999","-9999","-9999","-9999","-9999"
"21","219.050983","219.051050049","219.051026271","989464.3","-9999","1004655.7","15.92","-1","0.108549301","0.997864283","0","0.59871857","3","0.875","1.5","O7","de-protonated","0","-9999","C8 H12 O7","8","12","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"23","241.071691","241.071773784","241.071761716","578163.7","-9999","913324.1","8.23","-1","0.050056803","0.99954545","0","0.59972727","5","0.545454545","1.272727273","O6","de-protonated","0","-9999","C11 H14 O6","11","14","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"25","242.176065","242.176148573","242.176167217","926689.6","-9999","877923","14.4","-1","-0.076984726","0.998925196","0","0.599355117","2","0.230769231","1.923076923","N1 O3","de-protonated","0","-9999","C13 H25 O3 N1","13","25","3","1","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"26","251.055976","251.056065918","251.056111652","618974.2","-9999","887891.6","8.83","-1","-0.182167411","0.993996724","0","0.596398034","7","0.5","1","O6","de-protonated","0","-9999","C12 H12 O6","12","12","6","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"28","253.035266","253.035357332","253.035376207","527478","-9999","756176.4","7.22","-1","-0.07459471","0.998990862","0","0.599394517","7","0.636363636","0.909090909","O7","de-protonated","0","-9999","C11 H10 O7","11","10","7","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"28","253.035266","253.035357332","253.035214016","527478","-9999","756176.4","7.22","-1","0.566388477","0.943453693","0","0.566072216","2","0.166666667","2.5","N4 S2 P1 O1","de-protonated","0","-9999","C6 H15 O1 N4 P1 S2","6","15","1","4","1","2","-9999","-9999","-9999","-9999","-9999"
"29","253.144413","253.14450441","253.144532735","1303429.3","-9999","810785.9","20.83","-1","-0.111893241","0.997730823","0","0.598638494","4","0.285714286","1.571428571","O4","de-protonated","0","-9999","C14 H22 O4","14","22","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"32","255.123663","255.123755824","255.12379729","598483.6","-9999","919177.5","8.43","-1","-0.162533053","0.995218141","0","0.597130885","4","0.384615385","1.538461538","O5","de-protonated","0","-9999","C13 H20 O5","13","20","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"34","257.139318","257.139412264","257.139447355","555548.9","-9999","908964.1","7.65","-1","-0.136463989","0.996626689","0","0.597976013","3","0.384615385","1.692307692","O5","de-protonated","0","-9999","C13 H22 O5","13","22","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"42","265.147389","265.147488986","265.147523916","2562124.3","-9999","744408.9","42.24","-1","-0.131736254","0.996856012","0","0.598113607","5","0.071428571","1.642857143","N2 P1 O1","de-protonated","0","-9999","C14 H23 O1 N2 P1","14","23","1","2","1","-9999","-9999","-9999","-9999","-9999","-9999"
"43","265.147782","265.147881987","265.147904038","9527372","-9999","697244.6","162.55","-1","-0.083167849","0.99896586","0.988505268","0.994781624","0","0.333333333","2.166666667","S1 O4","de-protonated","0","-9999","C12 H26 O4 S1","12","26","4","-9999","-9999","1","-9999","-9999","-9999","-9999","-9999"
"44","266.150686","266.150786703","266.151015097","576822.8","-9999","859006.2","7.94","-1","-0.858134436","0.874924351","0","0.52495461","5","0.230769231","1.615384615","N3 O3","de-protonated","0","-9999","C13 H21 O3 N3","13","21","3","3","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
