"Index","Mass","Calibrated_Mass","Calculated_Mass","Peak_Height","Peak_Area","Resolving_Power","S_N","Ion_Charge","Error_ppm","Error_Score","Isotopologue_Similarity","Confidence_Score","DBE","OtoC_ratio","HtoC_ratio","Heteroatom_Class","Ion_Type","Is_Isotopologue","Mono_Isotopic_Index","Molecular_Formula","C","H","O","N","P","S","13C","18O","33S","34S"
"0","165.019458","165.019380784","165.019332219","486993.6","-9999","1024113.5","7.11","-1","0.294299533","0.984407174","0","0.590644304","6","0.5","0.75","O4","de-protonated","0","-9999","C8 H6 O4","8","6","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"3","171.066391","171.066322625","171.066282413","2083373.1","-9999","966780.4","36.98","-1","0.235069396","0.990023674","0","0.594014205","3","0.5","1.5","O4","de-protonated","0","-9999","C8 H12 O4","8","12","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"4","173.082037","173.081971572","173.081932477","900361","-9999","1268648.6","14.85","-1","0.225875079","0.990785287","0","0.594471172","2","0.5","1.75","O4","de-protonated","0","-9999","C8 H14 O4","8","14","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"7","179.035082","179.035025276","179.034982284","1017753.9","-9999","1078444.4","17.04","-1","0.240130304","0.989591748","0","0.593755049","6","0.444444444","0.888888889","O4","de-protonated","0","-9999","C9 H8 O4","9","8","4","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"13","187.061249","187.06120401","187.061197032","553789.9","-9999","1316406.2","8.36","-1","0.037301282","0.999747567","0","0.59984854","3","0.625","1.5","O5","de-protonated","0","-9999","C8 H12 O5","8","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"14","189.07687","189.076827957","189.076847097","553037","-9999","1091739.7","8.32","-1","-0.101228505","0.998142385","0","0.598885431","2","0.625","1.75","O5","de-protonated","0","-9999","C8 H14 O5","8","14","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"17","197.045633","197.045602607","197.045546968","508080.8","-9999","1070496","7.41","-1","0.282368298","0.985636907","0","0.591382144","5","0.555555556","1.111111111","O5","de-protonated","0","-9999","C9 H10 O5","9","10","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"19","199.061244","199.061216554","199.061197032","1816970.6","-9999","895301.9","31.59","-1","0.098069399","0.99825642","0","0.598953852","4","0.555555556","1.333333333","O5","de-protonated","0","-9999","C9 H12 O5","9","12","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"20","202.072137","202.072113956","202.072096069","1095749.6","-9999","1006479.8","18.17","-1","0.08851854","0.998579263","0","0.599147558","3","0.625","1.625","N1 O5","de-protonated","0","-9999","C8 H13 O5 N1","8","13","5","1","-9999","-9999","-9999","-9999","-9999","-9999"
"21","205.108213","205.108194395","205.108147226","716644.1","-9999","1052339.5","11.16","-1","0.229972337","0.990449571","0","0.594269743","1","0.555555556","2","O5","de-protonated","0","-9999","C9 H18 O5","9","18","5","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
